cust_id,name,city,state,email,age,member,Channel
992, Athena Smith,Albany,NY, AthenaSmith@yahoo.com,14,yes,instagram
1055, Iris Barnes,Houston,TX, IrisBarnes@hotmail.com,47,yes,instagram
1102, Atticus Parker,Berkeley,CA, AtticusParker@hotmail.com,43,yes,instagram
262, Willow Reed,Lewisville,TX, WillowReed@gmail.com,54,no,referred by someone
347,Lukas Moore,Richmond,VA,LukasMoore@gmail.com,35,yes,referred by someone
543, Brennan Johnson,Midland,TX, BrennanJohnson@gmail.com,28,yes,referred by someone
1068, Isabella Collins,Charlotte,NC, IsabellaCollins@hotmail.com,43,yes,referred by someone
620, Thomas Ramirez,Brockton,MA, ThomasRamirez@gmail.com,37,no,tv show
892, Max Edwards,Scottsdale,AZ, MaxEdwards@yahoo.com,17,yes,tv show
1142, Owen White,Columbia,MD, OwenWhite@hotmail.com,14,No,tv show
113, Lincoln Collins,Gresham,OR, LincolnCollins@gmail.com,19,yes,tik tok
174, Aubrey Baker,Palm Coast,FL, AubreyBaker@gmail.com,14,yes,tik tok
224, Callum Baker,Palm Coast,FL, CallumBaker@gmail.com,16,yes,tik tok
346, Winter Moore,High Point,NC, WinterMoore@gmail.com,29,yes,tik tok
396, Marigold Chang,Eugene,OR, MarigoldChang@gmail.com,13,yes,tik tok
918, Harlan Turner,Jersey City,NJ, HarlanTurner@yahoo.com,28,yes,tik tok
976, Finn Rodriguez,Las Cruces,NM, FinnRodriguez@yahoo.com,33,yes,tik tok
1018, Cillian Lewis,Lowell,MA, CillianLewis@hotmail.com,19,yes,tik tok
1135, Ivy Smith,Spokane,WA, IvySmith@hotmail.com,39,No,tik tok
1137, Camden Harris,Seattle,WA, CamdenHarris@hotmail.com,53,No,tik tok
441, Owen Walker,McAllen,TX, OwenWalker@gmail.com,14,yes,tv show
435, Sienna Wallace,El Monte,CA, SiennaWallace@gmail.com,46,yes,email news blast
700, Oliver Green,San Diego,CA, OliverGreen@gmail.com,28,no,email news blast
949, Caleb Green,Columbia,MD, CalebGreen@yahoo.com,11,yes,email news blast
1090, Nova Harris,Rialto,CA, NovaHarris@hotmail.com,13,yes,email news blast
285,Margo Long,Birmingham,AL,MargoLong@gmail.com,16,no,google search
146, Mila Taylor,Portland,OR, MilaTaylor@gmail.com,10,yes,instagram
296, Logan Thompson,Huntsville,AL, LoganThompson@gmail.com,34,no,instagram
630, Mason Wilson,Lubbock,TX, MasonWilson@gmail.com,12,no,referred by someone
54, Eliana Carter,Sterling Heights,MI, ElianaCarter@gmail.com,35,no,tv show
645, Gwendolyn Kelly,Boston,MA, GwendolynKelly@gmail.com,13,no,tv show
150, Vivian Williams,Peoria,IL, VivianWilliams@gmail.com,50,yes,tik tok
421, Alastair Wilson,Chesapeake,VA, AlastairWilson@gmail.com,51,yes,tik tok
604, Ethan Graham,Long Beach,CA, EthanGraham@gmail.com,40,no,tik tok
616, Lachlan Kim,Newport News,VA, LachlanKim@gmail.com,39,no,tik tok
96, Alice Griffin,Provo,UT, AliceGriffin@gmail.com,28,no,tv show
246, Gavin Williams,Clovis,CA, GavinWilliams@gmail.com,35,yes,tv show
316, Miles Jackson,Charlotte,NC, MilesJackson@gmail.com,42,no,tv show
334, Arden Harbaugh,Dallas,TX, ArdenHarbaugh@gmail.com,26,yes,tv show
386, Jade Wilson,League City,TX, JadeWilson@gmail.com,26,yes,tv show
484, Miles gunderson,League City,TX, Milesgunderson@gmail.com,15,yes,tv show
525, Clover Long,Richmond,VA, CloverLong@gmail.com,17,yes,tv show
557, Vivienne Cruz,Albuquerque,NM, VivienneCruz@gmail.com,19,yes,tv show
603, Teagan guthrie,Nashville ,TN, Teaganguthrie@gmail.com,49,no,tv show
666, Zephyr Clark,Vacaville,CA, ZephyrClark@gmail.com,36,no,tv show
49, Dominic Nelson,Centennial,CO, DominicNelson@gmail.com,47,no,email news blast
126, Akira Anderson,Anchorage,AK, AkiraAnderson@gmail.com,38,yes,email news blast
192, Ash White,Garden Grove,CA, AshWhite@gmail.com,41,yes,email news blast
529, Jasper Johnson,Macon ,GA, JasperJohnson@gmail.com,46,yes,email news blast
585, Willow Cruz,Durham,NC, WillowCruz@gmail.com,21,yes,email news blast
648, Lydia King,Rochester,NY, LydiaKing@gmail.com,53,no,email news blast
680, Amari Scott,Pueblo,CO, AmariScott@gmail.com,26,no,email news blast
724, Lyra Scott,Columbia,MD, LyraScott@gmail.com,37,no,email news blast
889, Elliott Robinson,West Covina,CA, ElliottRobinson@yahoo.com,54,yes,email news blast
915, Grayson Day,Modesto,CA, GraysonDay@yahoo.com,48,yes,email news blast
1013, Rhys Collins,West Jordan,UT, RhysCollins@yahoo.com,40,yes,email news blast
84, James Tomlin,Ontario,CA, JamesTomlin@gmail.com,20,yes,google search
179, Celeste Harris,Green Bay,WI, CelesteHarris@gmail.com,26,yes,google search
236, Lily Mitchell,Palmdale,CA, LilyMitchell@gmail.com,15,yes,google search
248, Felix Murray,Omaha,NE, FelixMurray@gmail.com,40,yes,google search
255, Skye Cruz,San Diego,CA, SkyeCruz@gmail.com,20,yes,google search
311, Willow Wang,Broken Arrow,OK, WillowWang@gmail.com,28,no,google search
429, Caspian Nelson,Tallahassee,FL, CaspianNelson@gmail.com,30,yes,google search
767, Delaney Clark,Lakeland,FL, DelaneyClark@gmail.com,10,no,google search
778, Naomi Campbell,Warren,MI, NaomiCampbell@gmail.com,22,yes,google search
1140, Poppy Walker,Fort Lauderdale,FL, PoppyWalker@hotmail.com,51,No,google search
26, Ellis Morgan,Manchester,NH, EllisMorgan@gmail.com,28,no,instagram
57, Luca Lee,Riverside,CA, LucaLee@gmail.com,38,no,instagram
128, Malachi King,Evansville,IN, MalachiKing@gmail.com,47,yes,instagram
403, Blair Bailey,Odessa,TX, BlairBailey@gmail.com,43,yes,instagram
415, Amelia Wang,Bellevue,WA, AmeliaWang@gmail.com,26,yes,instagram
524, Daisy Wallace,Fremont,CA, DaisyWallace@gmail.com,38,yes,instagram
578, Ryan Day,Winston-Salem,NC, RyanDay@gmail.com,29,yes,instagram
683, Lincoln Griffin,Edison,NJ, LincolnGriffin@gmail.com,33,no,instagram
743, Julian Brooks,West Valley City,UT, JulianBrooks@gmail.com,40,no,instagram
780, Harlow Jenkins,Yuma,AZ, HarlowJenkins@gmail.com,38,yes,instagram
786, Noah Day,Baltimore,MD, NoahDay@gmail.com,10,yes,instagram
1059, Hudson Scott,Glendale,AZ, HudsonScott@hotmail.com,14,yes,instagram
1067, Orion Parker,Carmel,IN, OrionParker@hotmail.com,38,yes,instagram
348, Hudson Ramirez,Grand Prairie,TX, HudsonRamirez@gmail.com,53,yes,referred by someone
411,Sofia Chang,Buckeye,AZ,SofiaChang@gmail.com,30,yes,referred by someone
480,Zander Thompson,Quincy,MA,ZanderThompson@gmail.com,31,yes,referred by someone
490, Felix Roberts,Hollywood,FL, FelixRoberts@gmail.com,18,yes,referred by someone
617, Finn Kelly,New Bedford,MA, FinnKelly@gmail.com,30,no,referred by someone
762, Max Smith,Cambridge,MA, MaxSmith@gmail.com,24,no,referred by someone
886, Elias Nichols,Huntsville,AL, EliasNichols@yahoo.com,18,yes,referred by someone
974, James Walker,Beaumont,TX, JamesWalker@yahoo.com,46,yes,referred by someone
1021, Holden Won,Washington,DC, HoldenWon@hotmail.com,44,yes,referred by someone
1050, Lila Bailey,West Jordan,UT, LilaBailey@hotmail.com,22,yes,referred by someone
73, Charlie Duncan,Inglewood,CA, CharlieDuncan@gmail.com,18,no,tv show
79, Evangeline ichiro,Springfield,IL, Evangelineichiro@gmail.com,26,no,tv show
330, Teagan ohtani,Brockton,MA, Teaganohtani@gmail.com,45,yes,tv show
443, Teagan Chang,Lakeland,FL, TeaganChang@gmail.com,27,yes,tv show
1086, Adalyn Williams,Fayetteville,AR, AdalynWilliams@hotmail.com,49,yes,tv show
16, Arlo Wilson,West Palm Beach,FL, ArloWilson@gmail.com,12,no,tik tok
619, Kai Long,Wichita,KS, KaiLong@gmail.com,38,no,tik tok
734, Flynn Allen,Fargo,ND, FlynnAllen@gmail.com,30,no,tik tok
742, Iris Martin,Arvada,CO, IrisMartin@gmail.com,23,no,tik tok
814, Wren King,Seattle,WA, WrenKing@gmail.com,30,yes,tik tok
816, Lavender Baker,Charleston,SC, LavenderBaker@gmail.com,27,yes,tik tok
959, Olivia Garcia,Louisville ,KY, OliviaGarcia@yahoo.com,22,yes,tik tok
1044, Luca Nichols,Stamford,CT, LucaNichols@hotmail.com,24,yes,tik tok
1051, Abigail Simmons,St. Louis,MO, AbigailSimmons@hotmail.com,51,yes,tik tok
1119, Soren Morgan,Burbank,CA, SorenMorgan@hotmail.com,31,No,tik tok
1165, Maisie Murray,Rochester,NY, MaisieMurray@hotmail.com,38,No,tik tok
460, August Smith,Pueblo,CO, AugustSmith@gmail.com,39,yes,tv show
830, Shiloh Wallace,Costa Mesa,CA, ShilohWallace@gmail.com,35,yes,tv show
576, Caroline Morgan,Tyler,TX, CarolineMorgan@gmail.com,27,yes,email news blast
635, Thomas ichiro,Highlands Ranch,CO, Thomasichiro@gmail.com,49,no,email news blast
12, Jasper guthrie,Baltimore,MD, Jasperguthrie@gmail.com,38,no,google search
158, Ari Jenkins,Phoenix,AZ, AriJenkins@gmail.com,11,yes,google search
212, Felix Tomlin,Warren,MI, FelixTomlin@gmail.com,15,yes,instagram
137, Otto Simmons,Rio Rancho,NM, OttoSimmons@gmail.com,15,yes,referred by someone
303, Cameron Evans,Palm Bay,FL, CameronEvans@gmail.com,34,no,referred by someone
225, August Hill,Des Moines,IA, AugustHill@gmail.com,17,yes,tik tok
594, Wyatt Scott,Grand Rapids,MI, WyattScott@gmail.com,9,no,tik tok
821, Anastasia Harris,Fullerton,CA, AnastasiaHarris@gmail.com,33,yes,tik tok
1087, Aidan Scott,Montgomery,AL, AidanScott@hotmail.com,27,yes,tik tok
1092, Eloise ohtani,Sterling Heights,MI, Eloiseohtani@hotmail.com,13,yes,tik tok
104, Sienna Cooper,Murfreesboro,TN, SiennaCooper@gmail.com,19,no,tv show
201, Max Kelly,Lynn,MA, MaxKelly@gmail.com,53,yes,tv show
1048, Luca Long,Chandler,AZ, LucaLong@hotmail.com,11,yes,tv show
176, Jonah Taylor,Simi Valley,CA, JonahTaylor@gmail.com,22,yes,email news blast
655, Vivienne Murray,Pueblo,CO, VivienneMurray@gmail.com,22,no,email news blast
783, Luca Martin,Jurupa Valley,CA, LucaMartin@gmail.com,21,yes,email news blast
161, Sage Allen,Concord,CA, SageAllen@gmail.com,51,yes,google search
1008, Arthur Park,Columbus,GA, ArthurPark@yahoo.com,10,yes,google search
58, Oakley Thompson,Henderson,NV, OakleyThompson@gmail.com,31,no,instagram
597, Athena Rodriguez,Laredo,TX, AthenaRodriguez@gmail.com,39,no,instagram
643, Dante Bailey,Los Angeles,CA, DanteBailey@gmail.com,13,no,instagram
950, Elijah gunnersan,Oxnard,CA, Elijahgunnersan@yahoo.com,25,yes,instagram
1160, Willow Wallace,Mesquite,TX, WillowWallace@hotmail.com,38,No,instagram
271, Ezra Cruz,Lansing,MI, EzraCruz@gmail.com,38,no,referred by someone
867, Theo Park,Hialeah,FL, TheoPark@yahoo.com,49,yes,referred by someone
253, Asher Chang,Laredo,TX, AsherChang@gmail.com,19,yes,tv show
353, Matthew Scott,Norman,OK, MatthewScott@gmail.com,25,yes,tv show
354, Bellamy Robinson,Milwaukee,WI, BellamyRobinson@gmail.com,36,yes,tv show
1009, James guthrie,Charleston,SC, Jamesguthrie@yahoo.com,51,yes,tv show
1118, Charlie Nelson,Pueblo,CO, CharlieNelson@hotmail.com,39,No,tv show
136, Jude Collins,Dayton,OH, JudeCollins@gmail.com,44,yes,tik tok
884, Wren Taylor,Round Rock,TX, WrenTaylor@yahoo.com,29,yes,tik tok
1146, Gemma Collins,Albany,NY, GemmaCollins@hotmail.com,38,No,email news blast
1138, Elodie Lewis,Miami Gardens ,FL, ElodieLewis@hotmail.com,48,No,tv show
967, Tate Ramirez,Scottsdale,AZ, TateRamirez@yahoo.com,35,yes,tik tok
314, Riley Walker,Oakland,CA, RileyWalker@gmail.com,20,no,tv show
449,Xavier Hernandez,Mesquite,TX,XavierHernandez@gmail.com,47,yes,tv show
17, Cameron Campbell,Frisco,TX, CameronCampbell@gmail.com,45,no,email news blast
77, Adam Wilson,Philadelphia,PA, AdamWilson@gmail.com,18,no,email news blast
105, Beau Taylor,Colorado Springs,CO, BeauTaylor@gmail.com,27,no,email news blast
1156, Avalon Miller,Antioch,CA, AvalonMiller@hotmail.com,51,No,email news blast
106, Samuel Harris,Fontana,CA, SamuelHarris@gmail.com,40,no,google search
203, Logan Garcia,Inglewood,CA, LoganGarcia@gmail.com,53,yes,google search
287, Elsie Nelson,Lehigh Acres,FL, ElsieNelson@gmail.com,23,no,google search
295, Wren Martin,Columbia,MD, WrenMartin@gmail.com,51,no,google search
409, Elsie Campbell,Rancho Cucamonga,CA, ElsieCampbell@gmail.com,44,yes,google search
451, Julian Won,Aurora,CO, JulianWon@gmail.com,17,yes,google search
540, Rowan Murphy,Evansville,IN, RowanMurphy@gmail.com,31,yes,google search
647, Ellis Kim,Renton,WA, EllisKim@gmail.com,10,no,google search
15, Arlo Smith,North Charleston,SC, ArloSmith@gmail.com,24,no,instagram
297, Camden Kelly,Lynn,MA, CamdenKelly@gmail.com,38,no,instagram
433, Amelia Chung,Albany,NY, AmeliaChung@gmail.com,45,yes,instagram
622, Camille Barnes,Springfield,IL, CamilleBarnes@gmail.com,17,no,instagram
677, Julian Peterson,West Jordan,UT, JulianPeterson@gmail.com,30,no,instagram
790, Milo Taylor,Jacksonville,FL, MiloTaylor@gmail.com,51,yes,instagram
876, Dakota Won,Dearborn,MI, DakotaWon@yahoo.com,13,yes,instagram
33, Clover Ramirez,Laredo,TX, CloverRamirez@gmail.com,43,no,referred by someone
189, Celeste guthrie,Boston,MA, Celesteguthrie@gmail.com,42,yes,referred by someone
230, Oakley Kim,Miami Gardens ,FL, OakleyKim@gmail.com,41,yes,referred by someone
905, Orion Chavez,Bellevue,WA, OrionChavez@yahoo.com,47,yes,referred by someone
1094, Maya Rodriguez,Los Angeles,CA, MayaRodriguez@hotmail.com,24,yes,referred by someone
169, Sasha Lewis,Centennial,CO, SashaLewis@gmail.com,14,yes,tv show
182, Opal Roberts,Topeka,KS, OpalRoberts@gmail.com,40,yes,tv show
450, Sebastian Vrabel,Huntsville,AL, SebastianVrabel@gmail.com,35,yes,tv show
584,Margo Reed,Bellevue,WA,MargoReed@gmail.com,15,yes,special event
641, Eli ichiro,Hayward,CA, Eliichiro@gmail.com,43,no,special event
681, Ophelia Mitchell,Gainesville,FL, OpheliaMitchell@gmail.com,45,no,special event
717, Sebastian Sanders,Kansas City,KS, SebastianSanders@gmail.com,23,no,special event
209, Felix Kim,North Las Vegas,NV, FelixKim@gmail.com,24,yes,tik tok
495, Alaric Harbaugh,Edison,NJ, AlaricHarbaugh@gmail.com,28,yes,tik tok
663, Imogen Nichols,Fayetteville,AR, ImogenNichols@gmail.com,48,no,tik tok
746, Matthew Baker,Elizabeth,NJ, MatthewBaker@gmail.com,19,no,tik tok
817, Holden Griffin,St. Louis,MO, HoldenGriffin@gmail.com,19,yes,tik tok
983, Brennan Morgan,Brownsville,TX, BrennanMorgan@yahoo.com,26,yes,tik tok
1113, Evander Williams,Amarillo,TX, EvanderWilliams@hotmail.com,30,No,tik tok
528, Esme Scott,Aurora,CO, EsmeScott@gmail.com,40,yes,tv show
602, Sophia Walker,Tyler,TX, SophiaWalker@gmail.com,36,no,tv show
801, Adelaide Wallace,Jacksonville,FL, AdelaideWallace@gmail.com,41,yes,tv show
145, Mason Ryans,Oklahoma City,OK, MasonRyans@gmail.com,15,yes,email news blast
357, Ava Wang,Philadelphia,PA, AvaWang@gmail.com,35,yes,email news blast
358, Grace Bennett,Rochester,NY, GraceBennett@gmail.com,53,yes,email news blast
753, Indigo Allen,Surprise,AZ, IndigoAllen@gmail.com,53,no,email news blast
805, Echo Miller,Tuscaloosa,AL, EchoMiller@gmail.com,41,yes,email news blast
954, James Sanders,Miramar,FL, JamesSanders@yahoo.com,26,yes,email news blast
1104,Juliette Clark,Naperville,IL,JulietteClark@hotmail.com,43,yes,email news blast
1122, Sasha Carter,Clovis,CA, SashaCarter@hotmail.com,44,No,google search
1136, Eden King,Macon ,GA, EdenKing@hotmail.com,10,No,google search
944, Noah Parker,Oakland,CA, NoahParker@yahoo.com,42,yes,referred by someone
299, Adair Miller,St. Petersburg,FL, AdairMiller@gmail.com,54,no,special event
359, Sabrina Smith,Sandy Springs,GA, SabrinaSmith@gmail.com,32,yes,special event
1103, Lucas Murphy,San Francisco,CA, LucasMurphy@hotmail.com,18,yes,special event
1107, Atticus Roberts,Pompano Beach,FL, AtticusRoberts@hotmail.com,28,No,special event
1152, Luke Perez,Sacramento,CA, LukePerez@hotmail.com,26,No,special event
333,Arya King,McAllen,TX,AryaKing@gmail.com,27,yes,tik tok
364,Bo Chavez,St. Louis,MO,BoChavez@gmail.com,28,yes,tik tok
453, Penelope Nichols,San Tan Valley,AZ, PenelopeNichols@gmail.com,17,yes,tik tok
470, James ohtani,Oceanside,CA, Jamesohtani@gmail.com,43,yes,tik tok
752,Xavier Campbell,Rockford,IL,XavierCampbell@gmail.com,19,no,tik tok
788,Greyson Kim,Seattle,WA,GreysonKim@gmail.com,43,yes,tik tok
913, Matilda Phillips,Greeley,CO, MatildaPhillips@yahoo.com,14,yes,tik tok
440, Owen Nelson,Joliet,IL, OwenNelson@gmail.com,18,yes,tv show
476,Jaxon gunnersan,Stamford,CT,Jaxongunnersan@gmail.com,40,yes,tv show
1053, Briar Harbaugh,Cary,NC, BriarHarbaugh@hotmail.com,31,yes,tv show
117, Bennett Lee,Fargo,ND, BennettLee@gmail.com,9,yes,email news blast
701, Cameron guthrie,Salinas,CA, Cameronguthrie@gmail.com,41,no,email news blast
962, Max Harbaugh,Boston,MA, MaxHarbaugh@yahoo.com,24,yes,email news blast
1010, Daisy Reed,Spokane Valley,WA, DaisyReed@yahoo.com,40,yes,google search
1130, Ember Graham,Hollywood,FL, EmberGraham@hotmail.com,22,No,google search
408, Margot Taylor,Cedar Rapids,IA, MargotTaylor@gmail.com,29,yes,instagram
570, Forrest Sanchez,Centennial,CO, ForrestSanchez@gmail.com,27,yes,instagram
53, Marley Cruz,Pembroke Pines,FL, MarleyCruz@gmail.com,29,no,referred by someone
455, River Perez,Hollywood,FL, RiverPerez@gmail.com,15,yes,referred by someone
860, Layla Smith,Tempe,AZ, LaylaSmith@aol.com,22,yes,referred by someone
898, Evelyn Jenkins,El Monte,CA, EvelynJenkins@yahoo.com,16,yes,referred by someone
1114, Lila Wallace,Inglewood,CA, LilaWallace@hotmail.com,47,No,referred by someone
657, Rowan Jackson,Syracuse,NY, RowanJackson@gmail.com,21,no,special event
916, Cillian Reed,Toledo,OH, CillianReed@yahoo.com,34,yes,special event
83, Elliot Mitchell,Coral Springs,FL, ElliotMitchell@gmail.com,24,yes,tik tok
237, Gwendolyn Kim,West Covina,CA, GwendolynKim@gmail.com,53,yes,tik tok
672, Elizabeth Barnes,Jackson,MS, ElizabethBarnes@gmail.com,54,no,tik tok
260, Arden Carter,Cleveland,OH, ArdenCarter@gmail.com,50,no,tv show
369, Shiloh Campbell,Arlington,TX, ShilohCampbell@gmail.com,44,yes,tv show
882, Evander Garcia,Los Angeles,CA, EvanderGarcia@yahoo.com,34,yes,tv show
1096, Piper Lafleur,Des Moines,IA, PiperLafleur@hotmail.com,39,yes,tv show
306, Harlan Davis,Tulsa,OK, HarlanDavis@gmail.com,16,no,email news blast
820, Isaac White,Greeley,CO, IsaacWhite@gmail.com,21,yes,email news blast
270, Dante gunderson,San Tan Valley,AZ, Dantegunderson@gmail.com,12,no,referred by someone
547, Sophia Williams,Grand Prairie,TX, SophiaWilliams@gmail.com,35,yes,special event
1039, Brody Bailey,Lafayette,LA, BrodyBailey@hotmail.com,18,yes,special event
239, Valerie Baker,Irvine,CA, ValerieBaker@gmail.com,20,yes,tv show
907, Gabriel Kim,Carrollton,TX, GabrielKim@yahoo.com,13,yes,tv show
1098, Valerie Barnes,Moreno Valley,CA, ValerieBarnes@hotmail.com,35,yes,tv show
487, Gavin Vrabel,Colorado Springs,CO, GavinVrabel@gmail.com,31,yes,email news blast
555,Elliott Long,Palm Bay,FL,ElliottLong@gmail.com,36,yes,email news blast
688, Jackson Harbaugh,Lancaster,CA, JacksonHarbaugh@gmail.com,31,no,email news blast
28, Callahan Graham,Fort Worth,TX, CallahanGraham@gmail.com,10,no,google search
545,Lukas Miller,Greensboro,NC,LukasMiller@gmail.com,53,yes,google search
229, Caroline Roberts,Kansas City,KS, CarolineRoberts@gmail.com,39,yes,instagram
365, Rory Morgan,Ann Arbor,MI, RoryMorgan@gmail.com,41,yes,instagram
691, Aspen Won,Lafayette,LA, AspenWon@gmail.com,11,no,instagram
947, Aubrey Wang,Colorado Springs,CO, AubreyWang@yahoo.com,29,yes,instagram
1000,Norah Tomlin,Oakland,CA,NorahTomlin@yahoo.com,18,yes,instagram
185, Hudson Smith,Naperville,IL, HudsonSmith@gmail.com,20,yes,referred by someone
1035, Max Kim,Riverview,FL, MaxKim@hotmail.com,29,yes,referred by someone
1063, Luke Chung,Everett,WA, LukeChung@hotmail.com,12,yes,referred by someone
499, Oliver Edwards,Oakland,CA, OliverEdwards@gmail.com,9,yes,special event
769, Morgan Clark,Quincy,MA, MorganClark@gmail.com,10,no,special event
298, Aubrey Park,Frisco,TX, AubreyPark@gmail.com,9,no,tik tok
698, Carter Campbell,Kent,WA, CarterCampbell@gmail.com,43,no,tik tok
745, Everett gunnersan,Ontario,CA, Everettgunnersan@gmail.com,18,no,tik tok
690, Lachlan ichiro,Dallas,TX, Lachlanichiro@gmail.com,51,no,tv show
838, Harlan Nelson,Concord,CA, HarlanNelson@aol.com,12,yes,tv show
894, Lydia Wallace,Clovis,CA, LydiaWallace@yahoo.com,39,yes,tv show
1159, Lincoln Lee,Pueblo,CO, LincolnLee@hotmail.com,23,No,tv show
567, Dahlia Roberts,Fort Collins,CO, DahliaRoberts@gmail.com,44,yes,email news blast
999, Luca Ramirez,Davenport,IA, LucaRamirez@yahoo.com,12,yes,email news blast
1015,Aiden Barnes,Stockton,CA,AidenBarnes@yahoo.com,16,yes,email news blast
1133,Lukas Stewart,Jersey City,NJ,LukasStewart@hotmail.com,27,No,email news blast
468, Silas Lee,Toledo,OH, SilasLee@gmail.com,37,yes,google search
482, Chloe Walker,Cincinnati,OH, ChloeWalker@gmail.com,44,yes,google search
873, Axel Wilson,Davie,FL, AxelWilson@yahoo.com,51,yes,google search
964, Brody Long,Abilene,TX, BrodyLong@yahoo.com,22,yes,google search
430,Alistair guthrie,Centennial,CO,Alistairguthrie@gmail.com,13,yes,instagram
531, Cillian Rodriguez,Wichita,KS, CillianRodriguez@gmail.com,32,yes,instagram
946, Dominic Turner,Spokane,WA, DominicTurner@yahoo.com,33,yes,instagram
559, Lila Mitchell,San Jose,CA, LilaMitchell@gmail.com,32,yes,referred by someone
626, Blake Long,Huntington Beach,CA, BlakeLong@gmail.com,20,no,referred by someone
695,Greyson Phillips,Salem,OR,GreysonPhillips@gmail.com,39,no,referred by someone
937, Luca Moore,San Diego,CA, LucaMoore@yahoo.com,22,yes,referred by someone
968, Sienna Perez,Lansing,MI, SiennaPerez@yahoo.com,24,yes,referred by someone
1121, Clover Martin,Sparks,NV, CloverMartin@hotmail.com,51,No,referred by someone
132, Parker Robinson,New Orleans,LA, ParkerRobinson@gmail.com,16,yes,special event
633, Clara Miller,Pasadena,CA, ClaraMiller@gmail.com,9,no,special event
636, Cillian Jackson,Pueblo,CO, CillianJackson@gmail.com,17,no,special event
756, Aria Long,McKinney,TX, AriaLong@gmail.com,44,no,special event
928, Stella Barnes,Akron,OH, StellaBarnes@yahoo.com,39,yes,special event
202, Adeline King,Murrieta,CA, AdelineKing@gmail.com,24,yes,tik tok
763, Ari Graham,Nampa,ID, AriGraham@gmail.com,32,no,tik tok
1056, Nova Thomas,Davie,FL, NovaThomas@hotmail.com,41,yes,tik tok
1080, Miles ohtani,New Haven,CT, Milesohtani@hotmail.com,16,yes,tik tok
381, Adrian Martin,Naperville,IL, AdrianMartin@gmail.com,22,yes,tv show
729, Juniper Lee,Joliet,IL, JuniperLee@gmail.com,16,no,tv show
977, Logan Cooper,Davenport,IA, LoganCooper@yahoo.com,10,yes,tv show
101, Silas gunthers,Baton Rouge,LA, Silasgunthers@gmail.com,8,no,google search
208, Piper Cooper,Salem,OR, PiperCooper@gmail.com,8,yes,google search
575, Declan Barnes,Savannah,GA, DeclanBarnes@gmail.com,45,yes,google search
824, Eloise Chavez,Fargo,ND, EloiseChavez@gmail.com,14,yes,instagram
1161, Luke King,Hialeah,FL, LukeKing@hotmail.com,36,No,instagram
31, Camille Baker,High Point,NC, CamilleBaker@gmail.com,10,no,referred by someone
242, Sebastian Nichols,Sioux Falls,SD, SebastianNichols@gmail.com,12,yes,referred by someone
55, Thomas Young,Vancouver,WA, ThomasYoung@gmail.com,40,no,special event
63, Sienna Evans,Nashville ,TN, SiennaEvans@gmail.com,42,no,special event
798, Callan Vrabel,Phoenix,AZ, CallanVrabel@gmail.com,27,yes,special event
142, Hugo gunthers,Rockford,IL, Hugogunthers@gmail.com,15,yes,tik tok
500, Cillian Cruz,Berkeley,CA, CillianCruz@gmail.com,8,yes,tik tok
933, Liam Wallace,Columbia,MD, LiamWallace@yahoo.com,44,yes,tik tok
39, Clove Cruz,Laredo,TX, CloveCruz@gmail.com,19,no,tv show
1111, Amelia Perez,San Bernardino,CA, AmeliaPerez@hotmail.com,14,No,tv show
42, Jude Tang,Hesperia,CA, JudeTang@gmail.com,45,no,email news blast
980, Alaric Kim,Round Rock,TX, AlaricKim@yahoo.com,53,yes,email news blast
1164, Aspen Reed,Burbank,CA, AspenReed@hotmail.com,24,No,email news blast
164, Indigo Kim,Tucson,AZ, IndigoKim@gmail.com,50,yes,google search
235, Fletcher Day,North Charleston,SC, FletcherDay@gmail.com,21,yes,google search
826, Phoenix Nelson,Concord,CA, PhoenixNelson@gmail.com,11,yes,google search
405, Julian Williams,Pittsburgh,PA, JulianWilliams@gmail.com,45,yes,instagram
513, Brody Griffin,Provo,UT, BrodyGriffin@gmail.com,45,yes,instagram
740, Nathaniel Barnes,Lancaster,CA, NathanielBarnes@gmail.com,31,no,instagram
919, Luna Turner,Hialeah,FL, LunaTurner@yahoo.com,15,yes,instagram
1006, Silas Taylor,Ontario,CA, SilasTaylor@yahoo.com,23,yes,instagram
1076,Jaxon Foster,Boise City,ID,JaxonFoster@hotmail.com,33,yes,instagram
30, Eli Long,Fairfield,CA, EliLong@gmail.com,10,no,referred by someone
196, Alexander Harris,Fort Wayne,IN, AlexanderHarris@gmail.com,19,yes,referred by someone
624, Aspen Chung,Temecula,CA, AspenChung@gmail.com,25,no,referred by someone
893,Killian Carter,Midland,TX,KillianCarter@yahoo.com,11,yes,referred by someone
1005, Ryan gunnersan,Paradise,NV, Ryangunnersan@yahoo.com,34,yes,referred by someone
71, Charlotte Sanders,Elizabeth,NJ, CharlotteSanders@gmail.com,12,no,special event
138, Olivia Collins,San Buenaventura ,CA, OliviaCollins@gmail.com,47,yes,special event
282, Hugo Barnes,Albany,NY, HugoBarnes@gmail.com,24,no,special event
335, Beau Won,Santa Rosa,CA, BeauWon@gmail.com,8,yes,special event
355, Logan Murray,Warren,MI, LoganMurray@gmail.com,21,yes,special event
760, Addison Harbaugh,Fontana,CA, AddisonHarbaugh@gmail.com,26,no,special event
986, Jude guthrie,Baton Rouge,LA, Judeguthrie@yahoo.com,27,yes,special event
